,model_id,TOTAL_READ_TIME,TOTAL_WRITE_TIME,TOTAL_MD_TIME
0,RandomForestRegressor,26.76399196223798,18.37761884297386,6.670179455826913
1,XGBRegressor,0.29681800886078546,0.33484465884302933,0.2949203285091014
2,AdaBoostRegressor,2.1064728937604227,2.067494929711278,1.4959095537278126
3,LassoRegression,19.200509961681327,1.9207173895936975,4.220419759201726
4,RidgeRegression,9.38392301180735,1.413233578557009,2.1258157088045215
5,"['Stacked', 0.24132243785466256, 0.301555392275404, 0.2519967758378506]",,,
