,model_id,TOTAL_READ_TIME,TOTAL_WRITE_TIME,TOTAL_MD_TIME
0,RandomForestRegressor,1.1720060033283222,1.2146776577753056,1.131514139692942
1,XGBRegressor,0.4508834355140118,0.3657467826670113,0.5084802564191648
2,AdaBoostRegressor,1.2222215438294919,1.0721915989341455,1.1857194239289006
3,LassoRegression,1.9687585412557336,2.282714349995974,2.1767239203588193
4,RidgeRegression,1.2408305156076573,1.180403342739016,1.2343589609322123
5,"['Stacked', 0.4228377333701866, 0.34418005483291864, 0.4838770773396159]",,,
