features,importance
clients,0.06657654522069009
config,0.3322910784233924
device_id,1.878131153233159e-05
io_type_id,5.645804885639996e-05
mdm_reqs_per_proc,0.0
network,0.35708916795403534
req_size,0.1960328569200211
servers,0.03608927224136411
storage_id,0.0
total_size_per_proc,0.011845839880108178
