,random_write_bw_large,random_read_bw_large,sequential_write_bw_large,sequential_read_bw_large,mixed-sequential_write_bw_large,mixed-sequential_read_bw_large,mixed-random_write_bw_large,mixed-random_read_bw_large,sensitivity2concurrency,sensitivity2randomness,sequentiality,SMALL_IO_HEAVINESS,MEDIUM_IO_HEAVINESS,LARGE_IO_HEAVINESS,READ_HEAVINESS,WRITE_HEAVINESS,SEQUENTIALITY,SCALE
144,0.7426520129016844,0.6412646345866214,0.736771345239522,0.6833173070687869,0.7254365400390806,0.9827089329799339,0.7202302173519278,0.9730312004474035,0.9999999999999998,0.5680425290286858,0.4319574709713142,,,,,,0.0392688609973922,
145,0.7262788197347987,0.6271267213368406,0.7819789044708139,0.725244979517878,0.7296418575285122,0.9884056450075062,0.7163662944499691,0.9678110396583265,0.9999999999999997,0.6132898973152776,0.3867101026847224,,,,,,0.03515546388042931,
146,0.7505626567913033,0.6480953117747177,0.7981401574173959,0.7402337055502752,0.7296418575285122,0.9884056450075062,0.7328799291506745,0.9901209641928114,0.9999999999999997,0.6103599301862122,0.3896400698137879,,,,,,0.03542182452852617,
147,0.7395962250627165,0.6386260250657589,0.7819569299612449,0.7252245992970676,0.7171693196888337,0.971509784824723,0.7280843547993331,0.9836421420669128,0.9999999999999997,0.6047928932048225,0.3952071067951774,,,,,,0.03592791879956158,
148,0.6996679010870863,0.6041487441332715,0.722657717048224,0.6702276470664524,0.7254365400390806,0.9827089329799339,0.7140679870014112,0.9647060257311271,0.9999999999999998,0.5831021382664537,0.4168978617335463,,,,,,0.037899805612140576,
149,0.7248859156612114,0.625923977513023,0.772338087818131,0.716303620824139,0.7212792163779344,0.9770772355486503,0.7179068520375983,0.9698923333373957,1.0,0.6066184035843384,0.39338159641566167,,,,,,0.0357619633105147,
150,0.7281423963684147,0.6287358811697356,0.7827580007191658,0.725967550982975,0.7233518317419518,0.9798848934490116,0.713305225567328,0.9636755348464351,1.0,0.612698794687894,0.387301205312106,,,,,,0.03520920048291873,
151,0.8058607095926412,0.6958440352777349,0.8076011826281513,0.749008316982838,0.7151320383637505,0.9687499920011571,0.7163662944499691,0.9678110396583265,0.9999999999999998,0.5844187478406448,0.4155812521593551,,,,,,0.037780113832668646,
152,0.6822028431489666,0.5890680282634484,0.7721143473570657,0.716096113121342,0.7233518317419518,0.9798848934490116,0.7155985214427317,0.9667737781370729,0.9999999999999997,0.635021141744544,0.36497885825545595,,,,,,0.03317989620504145,
153,0.7534989845896547,0.6506307700242406,0.775048943225858,0.7188177989732073,0.7254365400390806,0.9827089329799339,0.7125439676051912,0.9626470751527116,0.9999999999999998,0.5909201782505169,0.4090798217494831,,,,,,0.03718907470449846,
154,0.7343256480707203,0.6340749909742638,0.7768908066642694,0.7205260320265906,0.7338963025587081,0.9941689074092324,0.7087617333456475,0.9575372757395905,0.9999999999999998,0.604180827874458,0.3958191721255419,,,,,,0.035983561102321995,
155,0.7298936805638515,0.6302480788075714,0.7424247872467937,0.6885605820591063,0.7317630335770544,0.9912790853930888,0.7288796914589191,0.9847166420892559,0.9999999999999997,0.5800608077833113,0.41993919221668874,,,,,,0.03817629020151716,
156,0.770058535419902,0.664929599257311,0.7338906868033082,0.6806456453952744,0.7317630335770544,0.9912790853930888,0.732076072816726,0.9890349540883134,0.9999999999999998,0.5502145133218009,0.44978548667819906,,,,,,0.0408895896980181,
