,random_write_bw_large,random_read_bw_large,sequential_write_bw_large,sequential_read_bw_large,mixed-sequential_write_bw_large,mixed-sequential_read_bw_large,mixed-random_write_bw_large,mixed-random_read_bw_large,sensitivity2concurrency,sensitivity2randomness,sequentiality,SMALL_IO_HEAVINESS,MEDIUM_IO_HEAVINESS,LARGE_IO_HEAVINESS,READ_HEAVINESS,WRITE_HEAVINESS,SEQUENTIALITY,SCALE
192,0.0029554414048500732,0.0025519624529372342,0.0,0.0,0.7233518317419518,0.9798848934490116,0.7163662944499691,0.9678110396583265,0.0,0.0,1.0,,,,,,0.09090909090909091,
193,0.0031800262812089475,0.0027458868430553507,0.0,0.0,0.7254365400390806,0.9827089329799339,0.713305225567328,0.9636755348464351,0.0,0.0,1.0,,,,,,0.09090909090909091,
194,0.004969537689642839,0.004291092887719838,0.0,0.0,0.7192185049949482,0.9742857033158725,0.7265001965252615,0.9815019438497568,0.0,0.0,1.0,,,,,,0.09090909090909091,
195,0.0035814120176800857,0.0030924751147557994,0.0,0.0,0.7171693196888337,0.971509784824723,0.7233514251124203,0.9772479528980355,0.0,0.0,1.0,,,,,,0.09090909090909091,
196,0.003987576155775885,0.0034431894373098126,0.0,0.0,0.7171693196888337,0.971509784824723,0.7210080135054737,0.9740820032417807,0.0,0.0,1.0,,,,,,0.09090909090909091,
197,0.0036029148249910603,0.0031110423435968815,0.0,0.0,0.7233518317419518,0.9798848934490116,0.7179068520375983,0.9698923333373957,0.0,0.0,1.0,,,,,,0.09090909090909091,
198,0.0028335921634213557,0.002446748156171019,0.0,0.0,0.7254365400390806,0.9827089329799339,0.7194544258276434,0.9719831059076511,0.0,0.0,1.0,,,,,,0.09090909090909091,
199,0.0034476167721897155,0.002976945690855659,0.0,0.0,0.7212792163779344,0.9770772355486503,0.7163662944499691,0.9678110396583265,0.0,0.0,1.0,,,,,,0.09090909090909091,
200,0.004439135109305936,0.003833101242972814,0.0,0.0,0.7275331523172408,0.9855490981784396,0.7125439676051912,0.9626470751527116,0.0,0.0,1.0,,,,,,0.09090909090909091,
201,0.0033592163421335697,0.002900613750064479,0.0,0.0,0.7275331523172408,0.9855490981784396,0.7249225532962907,0.9793705474601311,0.0,0.0,1.0,,,,,,0.09090909090909091,
