,random_write_bw_large,random_read_bw_large,sequential_write_bw_large,sequential_read_bw_large,mixed-sequential_write_bw_large,mixed-sequential_read_bw_large,mixed-random_write_bw_large,mixed-random_read_bw_large,sensitivity2concurrency,sensitivity2randomness,sequentiality,SMALL_IO_HEAVINESS,MEDIUM_IO_HEAVINESS,LARGE_IO_HEAVINESS,READ_HEAVINESS,WRITE_HEAVINESS,SEQUENTIALITY,SCALE
48,0.0031967506868952333,0.0027603280210428405,0.0,0.0,0.0022196200821509656,0.0030067970968679094,0.013837955793629148,0.018695081674188842,0.0,0.0,1.0,,,,,,0.09090909090909091,
49,0.0038155536972882542,0.003294651606581045,0.0,0.0,0.002350752825575905,0.0031844354032632724,0.01455661538395452,0.019665990957137808,0.0,0.0,1.0,,,,,,0.09090909090909091,
50,0.004209771831322401,0.003635050802001133,0.0,0.0,0.0022090387656786364,0.002992463170127073,0.013987300673627027,0.01889684664372775,0.0,0.0,1.0,,,,,,0.09090909090909091,
51,0.0026854617130569747,0.0023188405797101297,0.0,0.0,0.0023356366591868634,0.0031639583650620775,0.01464832717267805,0.01978989360621707,0.0,0.0,1.0,,,,,,0.09090909090909091,
52,0.0033711623461951945,0.0029109288771984043,0.0,0.0,0.002350563873496043,0.003184179440285757,0.014624271621537451,0.01975739455072087,0.0,0.0,1.0,,,,,,0.09090909090909091,
53,0.0024393740293871813,0.002106348960750931,0.0,0.0,0.0023362035154264526,0.0031647262539946223,0.014219837667986143,0.01921100418019101,0.0,0.0,1.0,,,,,,0.09090909090909091,
54,0.0029960578186596365,0.00258703388519263,0.0,0.0,0.002335069802947274,0.0031631904761295327,0.014599714913081424,0.019724218431568498,0.0,0.0,1.0,,,,,,0.09090909090909091,
55,0.004317285867877191,0.0037278869462066266,0.0,0.0,0.0023515086338953576,0.003185459255173332,0.014604225328920287,0.019730312004474036,0.0,0.0,1.0,,,,,,0.09090909090909091,
56,0.004018635766336182,0.0034700087678580793,0.0,0.0,0.0024461736259067334,0.0033136967069083132,0.014577162833887115,0.01969375056704081,0.0,0.0,1.0,,,,,,0.09090909090909091,
57,0.002348584398518705,0.0020279539945329828,0.0,0.0,0.0023431947423813845,0.003174196884162675,0.014569144316840248,0.019682917548542078,0.0,0.0,1.0,,,,,,0.09090909090909091,
58,0.003846613307848523,0.0033214709371293116,0.0,0.0,0.002370970698121249,0.00321182344185737,0.01464832717267805,0.01978989360621707,0.0,0.0,1.0,,,,,,0.09090909090909091,
59,0.004630271174292183,0.003998143277115895,0.0,0.0,0.0023739939313990577,0.003215918849497609,0.014609738059390007,0.019737759704691913,0.0,0.0,1.0,,,,,,0.09090909090909091,
60,0.001956755465296889,0.001689617824539691,0.0,0.0,0.0023437615986209733,0.00317496477309522,0.014526545945028772,0.01962536713776756,0.0,0.0,1.0,,,,,,0.09090909090909091,
61,0.002441763230199512,0.0021084119861777273,0.0,0.0,0.002318630971999191,0.003140921697085734,0.014635297082476892,0.019772289951156628,0.0,0.0,1.0,,,,,,0.09090909090909091,
62,0.004752120415720956,0.004103357573882083,0.0,0.0,0.0023564213879717962,0.0031921142925887204,0.014675389667711222,0.01982645504365029,0.0,0.0,1.0,,,,,,0.09090909090909091,
63,0.004429578306056614,0.003824849141265657,0.0,0.0,0.0023454621673397406,0.0031772684398928544,0.01452003089992819,0.01961656531023734,0.0,0.0,1.0,,,,,,0.09090909090909091,
64,0.005091386931071584,0.0043963071844860535,0.0,0.0,0.002478295479483448,0.0033572104130858513,0.014638805183684897,0.019777029396749822,0.0,0.0,1.0,,,,,,0.09090909090909091,
65,0.0038752837175964894,0.0033462272422507544,0.0,0.0,0.0023108839367248072,0.0031304272150076214,0.014684911656704377,0.01983931925311754,0.0,0.0,1.0,,,,,,0.09090909090909091,
66,0.004921753673396256,0.004249832379184082,0.0,0.0,0.002319764684478369,0.0031424574749508234,0.01453857372059907,0.019641616665515657,0.0,0.0,1.0,,,,,,0.09090909090909091,
67,0.001493250507705185,0.0012893908917427366,0.0,0.0,0.0023428168382216585,0.003173684958207645,0.01456062464247795,0.019671407466387174,0.0,0.0,1.0,,,,,,0.09090909090909091,
68,0.001796679010870883,0.0015513951209448484,0.0,0.0,0.0021699256851469896,0.002939478833781482,0.013941695357922975,0.018835233851016205,0.0,0.0,1.0,,,,,,0.09090909090909091,
69,0.005077051726197601,0.004383929031925304,0.0,0.0,0.00234168312574248,0.0031721491803425555,0.014624271621537451,0.01975739455072087,0.0,0.0,1.0,,,,,,0.09090909090909091,
70,0.0028120893561103533,0.0024281809273299093,0.0,0.0,0.002370214889801797,0.0032107995899473105,0.01459570565455799,0.019718801922319132,0.0,0.0,1.0,,,,,,0.09090909090909091,
71,0.004365069884123773,0.003769147454742383,0.0,0.0,0.002363034710767002,0.003201072996801743,0.014566638530263102,0.019679532230261223,0.0,0.0,1.0,,,,,,0.09090909090909091,
72,0.0027165213236172436,0.0023456599102583964,0.0,0.0,0.002185797659855484,0.0029609797238927364,0.013980785628526449,0.01888804481619753,0.0,0.0,1.0,,,,,,0.09090909090909091,
73,0.004470194719866205,0.0038599205735210806,0.0,0.0,0.0023717265064407017,0.0032128472937674297,0.014656345689724916,0.0198007266247158,0.0,0.0,1.0,,,,,,0.09090909090909091,
74,0.002926770995102135,0.0025272061478157637,0.0,0.0,0.0023309128571902876,0.0031575592906242043,0.014548095709592222,0.019654480874982904,0.0,0.0,1.0,,,,,,0.09090909090909091,
75,0.002687850913869305,0.002320903605136926,0.0,0.0,0.0023312907613500136,0.0031580712165792343,0.014746554006502158,0.01992259808282655,0.0,0.0,1.0,,,,,,0.09090909090909091,
76,0.0030008362202843253,0.0025911599360462223,0.0,0.0,0.0021757831996227434,0.002947413686084445,0.014024887472284212,0.01894762641794056,0.0,0.0,1.0,,,,,,0.09090909090909091,
77,0.0038059968940389877,0.003286399504873916,0.0,0.0,0.0023499970172564536,0.0031834115513532124,0.014651835273886055,0.019794633051810263,0.0,0.0,1.0,,,,,,0.09090909090909091,
