random_write_bw_large,random_read_bw_large,sequential_write_bw_large,sequential_read_bw_large,mixed-sequential_write_bw_large,mixed-sequential_read_bw_large,mixed-random_write_bw_large,mixed-random_read_bw_large,sensitivity2concurrency,sensitivity2randomness,sequentiality
1621.7984999999999,2535.2325,1156.3398000000002,1781.1387000000002,1193.8790917968752,1259.032177734375,450.129990234375,475.97537109375,0.5715767664977297,-0.4701815381549779,-0.0756920285944388
2588.649,4134.825,2312.6796000000004,3562.2774000000004,2387.7581835937503,2518.06435546875,900.25998046875,951.9507421875,1.1431535329954594,0.05963692369004426,0.45412643325058333
3584.7980000000002,5782.89,3504.0600000000004,5397.39,3617.8154296875,3815.2490234374995,1364.0302734375,1442.349609375,1.7320508075688776,0.6055104904394609,1.0
