,SMALL_READ,MEDIUM_READ,LARGE_READ,SMALL_WRITE,MEDIUM_WRITE,LARGE_WRITE,MD_HEAVINESS
0,227.1510463161813,1267.165158859016,1267.165158859016,199.59271783157297,1265.4906927308646,1265.4906927308646,1455.3028658271821
1,448.5960212037911,2482.414599558368,2482.414599558368,392.88972137743167,2478.8937045147973,2478.8937045147973,2910.6057316543643
2,676.751449875874,3734.489780884974,3734.489780884974,592.0442098792254,3729.0665045346063,3729.0665045346063,4410.008684324794
