,NPROCS,TOTAL_BYTES_READ,TOTAL_BYTES_WRITTEN,TOTAL_MPIIO_COLL_OPENS,TOTAL_MPIIO_COLL_READS,TOTAL_MPIIO_COLL_WRITES,TOTAL_POSIX_MAX_BYTE_WRITTEN,TOTAL_POSIX_OPENS,TOTAL_POSIX_READS,TOTAL_POSIX_SEQ_WRITES,TOTAL_POSIX_SIZE_READ_100K_1M,TOTAL_POSIX_WRITES,TOTAL_STDIO_WRITES,TOTAL_IO,TOTAL_IO_PER_PROC,TOTAL_READ_OPS,TOTAL_WRITE_OPS,TOTAL_SIZE_IO_0_100,TOTAL_SIZE_IO_1K_10K,TOTAL_SIZE_IO_0_1M,TOTAL_READ_TIME,TOTAL_WRITE_TIME,TOTAL_MD_TIME,SMALL_READ,MEDIUM_READ,LARGE_READ,SMALL_WRITE,MEDIUM_WRITE,LARGE_WRITE,SMALL_IO,MEDIUM_IO,LARGE_IO,BYTES_READ,BYTES_WRITTEN,MD_HEAVINESS,READ_HEAVINESS,WRITE_HEAVINESS,SEQUENTIALITY,SCALE
25,0.5380693152566404,0.5828841359364444,0.6872878350409378,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.22143297535762857,0.0,0.22143297345644317,0.12303115175282595,0.4125682219026969,0.019749700197411728,0.15578324236758143,0.25031586996383703,0.1758477950324088,0.0,0.17584768949042878,0.08434449291981858,0.1339270658481995,0.41359980481465763,,0.0,,,,,0.08851575345411554,0.0,,0.293403897725056,0.34595714178437337,0.24787703297337157,0.07764821515325963,0.10330923851532357,0.10524845685936596,0.2708456528653303
26,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.05443049030925655,0.43126043326768837,0.4382292263243157,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
27,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.05450178582983851,0.44172255313793574,0.4427621869680035,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
28,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.05415629200956494,0.43964907037272233,0.4411462017131863,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
29,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08438846615594467,0.19764972133334513,0.4144254850861938,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
30,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.05238205758848075,0.431592731347114,0.4385972019117411,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
31,0.5380693152566404,0.5828841359364444,0.7126767401540808,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2537063663191709,0.0,0.2537063641408917,0.12303115175282595,0.4503567154326615,0.03796865641072068,0.15578324236758143,0.28191550707611684,0.19886817983250818,0.0,0.1988680604739376,0.0843950883586034,0.17576664767148562,0.41297124982369904,,0.0,,,,,0.10010342621969627,0.0,,0.293403897725056,0.35873704650283017,0.24787703297337157,0.07764821515325963,0.11644834042521625,0.1200934972570282,0.2708456528653303
32,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.05403806609012386,0.4405501782301875,0.44238193576451457,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
33,0.5380693152566404,0.5828841359364444,0.6872878350409378,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.22143297535762857,0.0,0.22143297345644317,0.12303115175282595,0.4125682219026969,0.019749700197411728,0.15578324236758143,0.25031586996383703,0.1758477950324088,0.0,0.17584768949042878,0.08438846615594467,0.1352842521856524,0.41340076577862406,,0.0,,,,,0.08851575345411554,0.0,,0.293403897725056,0.34595714178437337,0.24787703297337157,0.07764821515325963,0.10330923851532357,0.10524845685936596,0.2708456528653303
34,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08440893148379815,0.19059532854600522,0.4144352026914201,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
35,0.46108653430502156,0.0,0.5039877592424455,0.5116273635076974,0.0,0.4826903050677977,0.45719586563604053,0.5116329596645388,0.0,0.11305789486379889,0.0,0.07765052484273599,0.12303115175282595,0.11987391835133036,0.00011109906758975652,0.0,0.4310944780030482,0.3596633038904572,0.0,0.45527059847910106,0.0,0.42174308458414556,0.561906982750777,,0.0,,,,,0.18104218098266733,0.0,,0.0,0.2536901655933454,0.2575362777132084,0.0,0.14511278136056022,0.060614084803203516,0.23209515924856464
36,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08440231141537323,0.195655798428281,0.4138157323470537,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
37,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.05058430065706419,0.432351274787346,0.4390179352084823,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
38,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.052033079842445505,0.4326987723051541,0.4387136754669123,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
39,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08439870003883103,0.19559684417341444,0.4135154808792102,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
40,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08388338585111539,0.1959023138571804,0.41435865900909385,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
41,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.0821625285808262,0.1909375398998878,0.41414565651772495,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
42,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08440050576505961,0.1976156563287464,0.41423174867638224,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
43,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08116567211892356,0.1953219409704333,0.41371850518744435,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
44,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.053496423223677425,0.4430287313535168,0.4424977687864661,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
45,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08121107671351155,0.19045917240407703,0.41346908062745,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
46,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08228030781144359,0.19829859043280867,0.4138585842953282,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
47,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08248281535494367,0.19770676634308834,0.41340723368588306,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
48,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08188006551618358,0.19470140848339007,0.4136245310923542,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
49,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.05328454677514242,0.43336341703860315,0.44052283311448126,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
50,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08226639376481132,0.19444714458034926,0.4140522726027367,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
51,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.05200749562766373,0.44115946137266326,0.44268394618108,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
52,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.49242457428217734,0.13284348978554916,0.0,0.6391164722682738,0.4924937201620839,0.1399595158986271,0.2588876334393078,0.0,0.2588876312165432,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.15578324236758143,0.28703027100600564,0.20677632509031693,0.0,0.2067762009853615,0.08439930195600928,0.1917802379067345,0.4146499583867773,,0.0,,,,,0.10408411551858979,0.0,,0.293403897725056,0.36056788805200257,0.24787703297337157,0.07764821515325963,0.11856765597937194,0.12247676463048664,0.2708456528653303
53,0.5380693152566404,0.5828841359364444,0.7163139396006468,0.0,0.0,0.0,0.6356671361003116,0.4924706235348997,0.11340892622160567,0.4749191502031362,0.0,0.47491914612556213,0.12303115175282595,0.45591415639573846,0.04155913347530755,0.11340892622160567,0.47492374586242914,0.11533875246659414,0.0,0.47491905763762104,0.052924069967377675,0.44030711307023523,0.4415897399677676,,0.0,,,,,0.05805757516127359,0.0,,0.293403897725056,0.36056788805200257,0.05255043381775081,0.05517010180096593,0.20088965558157482,0.21845222210427614,0.2708456528653303
107,0.6150554854051625,0.0,0.6136675724623728,0.0,0.0,0.0,0.29247587210432485,0.0,0.0,0.6905455068563859,0.0,0.0,0.7366431528240422,0.2903090896070563,0.0009355733537101492,0.0,0.6905853866604245,0.6905852790070472,0.0,0.6905848645250933,0.0,0.5439943024766449,0.6178125186241064,,0.0,,,,,0.347616962068609,0.0,,0.0,0.30889922467810255,0.0,0.0,0.19551018493585537,0.3176355393804986,0.3095978524876643
150,0.46108653430502156,0.0,0.5039877592424455,0.5116273635076974,0.0,0.4826903050677977,0.45719586563604053,0.5116329596645388,0.0,0.11305789486379889,0.0,0.07765052484273599,0.12303115175282595,0.11987391835133036,0.00011109906758975652,0.0,0.4310944780030482,0.3596633038904572,0.0,0.45527059847910106,0.0,0.41932451350311034,0.562018729897581,,0.0,,,,,0.18104218098266733,0.0,,0.0,0.2536901655933454,0.2575362777132084,0.0,0.14511278136056022,0.060614084803203516,0.23209515924856464
151,0.46108653430502156,0.0,0.5039877592424455,0.5116273635076974,0.0,0.4826903050677977,0.45719586563604053,0.5116329596645388,0.0,0.11305789486379889,0.0,0.07765052484273599,0.12303115175282595,0.11987391835133036,0.00011109906758975652,0.0,0.4310944780030482,0.3596633038904572,0.0,0.45527059847910106,0.0,0.42002971404581807,0.5631951702069308,,0.0,,,,,0.18104218098266733,0.0,,0.0,0.2536901655933454,0.2575362777132084,0.0,0.14511278136056022,0.060614084803203516,0.23209515924856464
155,0.6150554854051625,0.0,0.14667614616796515,0.0,0.0,0.0,0.14771986553659802,0.0,0.0,0.11305789486379889,0.0,0.0,0.12303115175282595,0.0,2.688037434471862e-10,0.0,0.11533877044642458,0.11533875246659414,0.0,0.11533868324149919,0.0,3.663174429776353e-05,0.44331308896359756,,0.0,,,,,0.05805757516127359,0.0,,0.0,0.07383174517150255,0.0,0.0,0.03265331814984221,0.05200411132898006,0.3095978524876643
156,0.6150554854051625,0.0,0.14667614616796515,0.0,0.0,0.0,0.14771986553659802,0.0,0.0,0.11305789486379889,0.0,0.0,0.12303115175282595,0.0,2.688037434471862e-10,0.0,0.11533877044642458,0.11533875246659414,0.0,0.11533868324149919,0.0,3.663174429776353e-05,0.44109267415734665,,0.0,,,,,0.05805757516127359,0.0,,0.0,0.07383174517150255,0.0,0.0,0.03265331814984221,0.05200411132898006,0.3095978524876643
157,0.6150554854051625,0.0,0.14667614616796515,0.0,0.0,0.0,0.14771986553659802,0.0,0.0,0.11305789486379889,0.0,0.0,0.12303115175282595,0.0,2.688037434471862e-10,0.0,0.11533877044642458,0.11533875246659414,0.0,0.11533868324149919,0.0,3.663174429776353e-05,0.4621504097581258,,0.0,,,,,0.05805757516127359,0.0,,0.0,0.07383174517150255,0.0,0.0,0.03265331814984221,0.05200411132898006,0.3095978524876643
158,0.6150554854051625,0.0,0.14667614616796515,0.0,0.0,0.0,0.14771986553659802,0.0,0.0,0.11305789486379889,0.0,0.0,0.12303115175282595,0.0,2.688037434471862e-10,0.0,0.11533877044642458,0.11533875246659414,0.0,0.11533868324149919,0.0,4.1208653309235956e-05,0.3831777093933809,,0.0,,,,,0.05805757516127359,0.0,,0.0,0.07383174517150255,0.0,0.0,0.03265331814984221,0.05200411132898006,0.3095978524876643
159,0.6150554854051625,0.0,0.14667614616796515,0.0,0.0,0.0,0.14771986553659802,0.0,0.0,0.11305789486379889,0.0,0.0,0.12303115175282595,0.0,2.688037434471862e-10,0.0,0.11533877044642458,0.11533875246659414,0.0,0.11533868324149919,0.0,3.663174429776353e-05,0.44071011757924083,,0.0,,,,,0.05805757516127359,0.0,,0.0,0.07383174517150255,0.0,0.0,0.03265331814984221,0.05200411132898006,0.3095978524876643
197,0.8460211984686598,0.0,0.8754952589105864,0.7815528167556612,0.0,0.7373490834422719,0.7788566596109044,0.7815527151963514,0.0,0.4855627248218386,0.0,0.48557100934883374,0.12303115175282595,0.707808265315508,0.17269666041408002,0.0,0.6590238627994008,0.11533875246659414,0.0,0.6585032515580693,0.0,0.8046432583796297,0.8937891474669406,,0.0,,,,,0.05805757516127359,0.0,,0.0,0.4406943088123121,0.3934068921414232,0.0,0.2828628001653523,0.23650047076314476,0.4258580769056882
